,MKT_RF,SMB,HML,RMW,CMA,MOM,TERM,CREDIT,COM
2011-12-31,0.0075,-0.0029,0.0154,0.0106,0.0247,0.0183,-0.001899999999999999,0.014605615211676602,-0.0293705859537443
2012-01-31,0.0504999999999999,0.0202,-0.0093,-0.0206,-0.0148,-0.0801,-0.0005999999999999998,0.0126398080179025,0.0362213229043995
2012-02-29,0.044,-0.0167,0.0042,-0.0036,-0.0008,-0.0026,0.0014999999999999979,0.0272558187111826,0.0521552474002127
2012-03-31,0.0311,-0.0048,0.0118999999999999,-0.0060999999999999,0.0069999999999999,0.0131,0.0025000000000000022,0.0017265267416410983,-0.0178945326241812
2012-04-30,-0.0084,-0.005,-0.0077,0.013,0.0066,0.0372,-0.0028000000000000004,-0.0140178380887566,-0.013634144953079
2012-05-31,-0.0617,-0.0008,-0.0095,0.0203,0.0236,0.0644,-0.003599999999999999,-0.0207490624695436,-0.1183112144473477
2012-06-30,0.039,0.0089,0.0055,-0.0106,0.0045,-0.011,0.0007999999999999986,0.0128303458520661,0.0200045093210046
2012-07-31,0.0079,-0.0281,-0.0006,0.0104,0.0001,0.03,-0.001599999999999999,0.020322160259643104,0.0566190507393549
2012-08-31,0.0254,0.0044,0.0123,-0.015,-0.0086,-0.0235,0.0006000000000000016,0.0006357297954978001,0.0549745581801031
2012-09-30,0.0273,0.0056999999999999,0.0162,-0.013,0.0156,-0.0113,0.0007999999999999986,0.0144294750600568,-0.0038281826923816
2012-10-31,-0.0176,-0.0083,0.0352,-0.0139999999999999,0.0252,0.0005,0.0006999999999999992,0.0173403587021363,-0.0398344807620767
2012-11-30,0.0078,0.004,-0.0086,0.0038,0.0081,0.0053,-0.0009999999999999974,-0.0170044943132968,0.0194040893518669
2012-12-31,0.0118,0.0192,0.0348,-0.0172,0.008,-0.0293,0.0015999999999999973,0.006136364980744,-0.0114531668770929
2013-01-31,0.0557,0.0042,0.0101,-0.0200999999999999,0.0152,-0.0182,0.0023999999999999994,-4.458894299030035e-05,0.0245344500625939
2013-02-28,0.0129,-0.0025,0.0021,-0.0059,0.0060999999999999,0.0123,-0.001299999999999999,-0.0005593890947671008,-0.0482108000014127
2013-03-31,0.0403,0.0088,-0.0022,0.0027,0.0141,0.0192,-0.0189,-0.0033311269299661998,0.0066129332000861
2013-04-30,0.0156,-0.0224,0.0044,0.0039,0.0043,0.0022,0.017,0.0063643486005365,-0.0388253392408897
2013-05-31,0.0281,0.0204,0.0266999999999999,-0.02,-0.0095,-0.0200999999999999,0.0046,-0.0011622845242378055,-0.015730261138771
2013-06-30,-0.012,0.0154,-0.0005,-0.0028,-0.0006,0.0043,0.003599999999999999,-0.007430657251654298,-0.0286350637596464
2013-07-31,0.0565,0.0175,0.0058,-0.0135,0.0056999999999999,0.0174,0.0008000000000000021,0.0145338157746097,0.0313383165122265
2013-08-31,-0.0271,-0.0003,-0.0273,0.0070999999999999,-0.0217,0.0004,0.001799999999999996,0.0042946270107542,0.0277636694128489
2013-09-30,0.0377,0.0265,-0.0118,-0.0054,-0.0132,0.0302,-0.0013999999999999985,-0.010903241787952201,-0.0343414574684386
2013-10-31,0.0417,-0.015,0.0121999999999999,0.0275,0.0089,0.0002,-0.0007000000000000027,0.010172148213094001,-0.0003883155183705
2013-11-30,0.0312,0.0144,0.0019,0.0026,0.0006,0.0039,0.001800000000000003,0.007407782914477,-0.0093638599689898
2013-12-31,0.0279999999999999,-0.0044,0.0,-0.0058,0.0008,0.0002,0.0029,0.0232748857618165,0.0058627455923949
2014-01-31,-0.033,0.006,-0.0199,-0.0391,-0.0154,0.0161,-0.003700000000000002,-0.0115202006030692,-0.0308690742129393
2014-02-28,0.0467999999999999,0.0013,-0.0034999999999999,-0.0025,-0.0054,0.0213,-9.999999999999593e-05,0.0078154646391857,0.0490197238646255
2014-03-31,0.0040999999999999,-0.0113,0.049,0.0202,0.0192,-0.0327,0.0006999999999999992,0.0053359038207095,-0.0003826431691065
2014-04-30,-0.0019,-0.0407,0.0121999999999999,0.034,0.0093,-0.0382,-0.0006000000000000033,0.0056500148475411,0.0110413090050287
2014-05-31,0.0204,-0.0186,-0.001,-0.0009,-0.0096,0.0089,-0.001899999999999999,-0.0030576985350475993,-0.014493002314301
2014-06-30,0.0260999999999999,0.0306,-0.0070999999999999,-0.0183,-0.0191,0.0065,0.0005000000000000004,0.0022367073684711708,0.0209093315721897
2014-07-31,-0.0203,-0.042,-0.0008,0.0093,0.0051,-0.0017,0.0005000000000000004,-0.0009930024427476,-0.0485644998558916
2014-08-31,0.0424,0.0029,-0.0056999999999999,-0.0064,-0.0069,0.0083,-0.0023,0.0012139783941096,-0.011519374501725
2014-09-30,-0.0196,-0.0366,-0.0147,0.012,-0.0059,0.006,0.0017000000000000001,-0.0064081942118967995,-0.0750612653838858
2014-10-31,0.0250999999999999,0.0366,-0.0163,-0.0039,0.0021,-0.0021,-0.0017000000000000001,-0.002979459451187199,-0.0395307901767671
2014-11-30,0.0256,-0.023,-0.0313,0.0157,0.0014,0.0069,-0.0017000000000000001,-0.0037283511703104007,-0.0889682940870555
2014-12-31,-0.0005,0.0283,0.0212,-0.0121,0.009,0.0103,-9.99999999999994e-05,-0.0014655064160722,-0.1014503812302098
2015-01-31,-0.0308999999999999,-0.0093,-0.0345,0.0158,-0.0163999999999999,0.0374,-0.004900000000000002,-0.005291798007839001,-0.0585942343656964
2015-02-28,0.0613999999999999,0.0036,-0.0179,-0.011,-0.0175,-0.031,0.0032000000000000015,0.010722450529478102,0.0433015959452092
2015-03-31,-0.0109,0.0308,-0.0038,0.0007,-0.0062,0.027,-0.0005999999999999998,-0.0065758598978344004,-0.062449275955295
2015-04-30,0.006,-0.0301,0.018,0.0005,-0.0062,-0.0727,0.0010999999999999968,-0.0055925069570879,0.0690319385671971
2015-05-31,0.0138,0.0081999999999999,-0.0111,-0.0176,-0.0083,0.0567999999999999,0.0007000000000000027,-0.0070941279232581995,-0.0322251230567052
2015-06-30,-0.0154,0.0289999999999999,-0.0081999999999999,0.0034999999999999,-0.0154,0.0301,0.0023,-0.0025667736627540995,0.0162425199016618
2015-07-31,0.0157,-0.0458,-0.0416,0.0031,-0.0243999999999999,0.0997,-0.0014999999999999979,-0.0067854012278374,-0.1348021223382374
2015-08-31,-0.0602,0.0029,0.0275,0.0066,0.0129,-0.0216,9.999999999999593e-05,-0.009099086470301901,-0.0025462061314569
2015-09-30,-0.0306,-0.0279999999999999,0.0055,0.018,-0.0059,0.0524,-0.0014999999999999979,-0.0038402905412775,-0.0350230352166525
2015-10-31,0.0775,-0.0206,-0.0046999999999999,0.0095,0.0060999999999999,-0.0319,0.0010000000000000009,0.0121086861564058,0.0032948753231893
2015-11-30,0.0056999999999999,0.033,-0.0043,-0.0265,-0.0106,0.0229,0.000499999999999997,0.0027428709107626,-0.0687579699423834
2015-12-31,-0.0215,-0.0295,-0.0256999999999999,0.0034,0.0012,0.0334,0.0006000000000000033,-0.006328285789420501,-0.0602722755810587
2016-01-31,-0.0574,-0.0344,0.0208,0.0278,0.0305,0.016,-0.003300000000000001,-0.0315662271101775,-0.0443837003962328
2016-02-29,-0.0007,0.0087,-0.0060999999999999,0.0331,0.0194,-0.0435,-0.0020000000000000018,-0.004287897133932199,-0.0023501625995328
2016-03-31,0.0695,0.01,0.0121999999999999,0.0068,0.0001,-0.0504,0.00040000000000000105,0.0361694934933431,0.0414806005215835
2016-04-30,0.0091,0.0123,0.0322,-0.0285,0.0177,-0.0598,0.0005000000000000004,0.0169886637526541,0.0926388397090804
2016-05-31,0.0178,-0.0062,-0.0162,-0.011,-0.0254,0.0147,9.99999999999994e-05,-0.0041450563165028,0.0088768293339946
2016-06-30,-0.0003,0.0042,-0.0149,0.0144999999999999,0.019,0.042,-0.0034999999999999996,6.617809804159921e-05,0.0425880446795243
2016-07-31,0.0394,0.0247,-0.0124,0.0131,-0.0116,-0.0331,-0.0002999999999999999,0.0103709570794938,-0.0722556700136998
2016-08-31,0.0049,0.0166,0.0317,-0.0185,-0.0036,-0.0341,0.0012000000000000014,0.0119664432008752,0.0076735946739079
2016-09-30,0.0027,0.0181,-0.0118999999999999,-0.0218,0.0003,0.0026,0.0001999999999999988,-0.0055323086196707,0.0421831663170646
2016-10-31,-0.0200999999999999,-0.0401999999999999,0.0411,0.0098999999999999,0.0025,0.0051,0.0023999999999999994,-0.0003438843085881004,-0.003336727403052
2016-11-30,0.0484999999999999,0.0696,0.0828999999999999,-0.0024,0.0371,-0.0476999999999999,0.005300000000000003,0.011004437295108395,0.0165732533479574
2016-12-31,0.0181,0.0044,0.0347,0.0124,-0.0032,-0.0027,0.0007999999999999986,0.009541509398352301,0.0405852400837329
2017-01-31,0.0194,-0.0144,-0.0276,-0.0051,-0.0106,-0.0093,0.0,-0.0007421273043651002,-0.0056981281386065
2017-02-28,0.0355,-0.023,-0.015,0.0045,-0.018,-0.0151,-0.0009000000000000015,0.005913163105119301,-0.0019065663793718
2017-03-31,0.0017,0.0075,-0.0333,0.0063,-0.0095,-0.0097,0.00040000000000000105,-0.0037603598403323,-0.0329805455657545
2017-04-30,0.0108,0.0040999999999999,-0.0204999999999999,0.0179,-0.016,0.0048,-0.0011000000000000003,0.0007918277614056002,-0.0273259774655776
2017-05-31,0.0107,-0.0299,-0.0382,0.0098999999999999,-0.0166,0.015,-0.0008000000000000021,0.005008853209616901,-0.014290804496309
2017-06-30,0.0078,0.0252,0.015,-0.0226,0.0004,-0.001,0.0010000000000000009,0.009899405452714699,-0.009641964616347
2017-07-31,0.0187999999999999,-0.0163999999999999,-0.0023,-0.0075,-0.0015,0.0163,-9.99999999999994e-05,0.0038843729900063,0.0400188059161417
2017-08-31,0.0018,-0.0183,-0.0213,0.002,-0.0237999999999999,0.0331,-0.0017999999999999995,-0.0077211861425351995,0.0039815499707676
2017-09-30,0.0249,0.0475999999999999,0.0315,-0.0154,0.0163,-0.0135,0.002100000000000001,0.0140255488436702,0.0196727151495119
2017-10-31,0.0225,-0.0191,0.0013,0.0092,-0.0314,0.0421,0.000499999999999997,0.0038169152355322002,0.0388459889485277
2017-11-30,0.0312,-0.0038,-0.0009,0.0319,-0.001,-0.0093999999999999,0.00040000000000000105,0.0015619025890441002,0.0093255376819061
2017-12-31,0.0106,-0.0105,0.0005,0.0073,0.0179,-0.0155,-0.0001999999999999988,0.010286050186652799,0.0274659040681961
2018-01-31,0.0558,-0.0321,-0.0132,-0.0075,-0.0105,0.0408,0.0032000000000000015,0.0094028059706072,0.0290734908355827
2018-02-28,-0.0364,0.0034,-0.011,0.0053,-0.0236,0.0368,0.0014999999999999979,-0.0132533476916548,-0.0296756473402868
2018-03-31,-0.0235,0.0361,-0.0021,-0.0040999999999999,0.0008,-0.012,-0.0287,-0.0059389922797628,0.022633409003232
2018-04-30,0.0029,0.0089,0.0053,-0.0242,0.0124,0.0045,0.029500000000000002,-0.0029360762724391,0.0335874558240618
2018-05-31,0.0263,0.0471,-0.0314,-0.0197999999999999,-0.0149,0.0391,-0.0011999999999999997,-0.004613671915636899,0.0264134709198193
2018-06-30,0.0049,0.0077,-0.0233,0.0083,0.002,-0.0226,0.0001999999999999988,-0.0068568098865266,-0.0196030450819377
2018-07-31,0.032,-0.0192999999999999,0.0049,0.0153,0.0031,-0.0143,0.0011000000000000003,0.018640740435322302,-0.0246219524573425
2018-08-31,0.0346,0.0065,-0.0391,-0.0029,-0.0256999999999999,0.053,-0.0010000000000000009,-0.0098896295396216,0.007507994307129
2018-09-30,0.0006,-0.0249,-0.0162,0.0065,0.0136,-0.0008,0.001899999999999999,0.010714754329130799,0.0333834370289838
2018-10-31,-0.0764,-0.0438,0.0338,0.0103,0.036,-0.0206,0.0010000000000000009,-0.017669798654546702,-0.0578460366395936
2018-11-30,0.0171,-0.0081,0.0036,-0.0060999999999999,0.004,-0.0139999999999999,-0.001400000000000002,-0.0168042149339626,-0.1036585250330763
2018-12-31,-0.0955,-0.0281,-0.0192,-0.0003,0.0024,0.0176,-0.003199999999999998,-0.009233219044748598,-0.0408350743537146
2019-01-31,0.0836,0.0291,-0.0039,-0.0073,-0.0165,-0.0862,-0.0005999999999999998,0.0266231137427866,0.0686707708017206
2019-02-28,0.0342,0.0172,-0.0266,0.0016,-0.0154,0.005,0.0010000000000000009,0.0032280526494226002,0.0279560840999208
2019-03-31,0.011,-0.0352,-0.0414,0.0088,-0.009,0.0224,-0.0032000000000000015,0.002664025808187802,-0.0037664677879147
2019-04-30,0.0397,-0.0115,0.0213,0.0161,-0.0218,-0.0291,0.0009999999999999974,0.0095528924364484,0.0118787931034369
2019-05-31,-0.0692,-0.0156,-0.0245,-0.0048,0.0176,0.0755,-0.003699999999999995,-0.0136593859667862,-0.0615184044320593
2019-06-30,0.0692,0.0037,-0.0064,0.0089,-0.0042,-0.0224,-0.001400000000000002,0.0198535694912838,0.038890179724913
2019-07-31,0.0121999999999999,-0.0182,0.005,-0.0013,0.0037,0.0292,0.0001999999999999988,0.0021545497238797,-0.0115090326918076
2019-08-31,-0.0255,-0.0325,-0.0476999999999999,0.0053,-0.0062,0.0751,-0.0052,-0.0006314677727346021,-0.0474085887097683
2019-09-30,0.0141999999999999,0.0029,0.0676,0.0182,0.0338,-0.0674,0.0017999999999999995,0.0043439834304237,0.0140611450476
2019-10-31,0.0207,0.0025,-0.0192,0.0043,-0.0103,0.0013,9.99999999999994e-05,0.002564034840729,0.0190983858085163
2019-11-30,0.0387,0.0039,-0.02,-0.0163999999999999,-0.0113999999999999,-0.0254,0.0009000000000000015,0.0116348171920187,-0.001305308424301
2019-12-31,0.0276,0.0098999999999999,0.0173,0.0005,0.0118999999999999,-0.0222,0.0013999999999999985,0.01458400372341,0.0568447428743699
2020-01-31,-0.0009,-0.0437,-0.0622,-0.0118999999999999,-0.0219,0.0602,-0.004099999999999998,-0.0099049155709094,-0.0898081100025556
2020-02-29,-0.0815,0.0008,-0.0382,-0.0143,-0.0253,-0.0028,-0.0038000000000000013,-0.0183323933495237,-0.0688459430567633
2020-03-31,-0.1335,-0.0818,-0.1383,-0.0161,0.0118999999999999,0.0821,-0.0043,-0.1017495531391884,-0.1904365394095721
2020-04-30,0.1358,0.0256999999999999,-0.0134,0.0276,-0.0102,-0.0548,-0.000599999999999999,0.0445719408978133,-0.0316055351541977
2020-05-31,0.0559,0.0192,-0.05,0.0096,-0.0316,0.0016,0.00010000000000000026,0.0210350475036983,0.0776404815155515
2020-06-30,0.0243999999999999,0.0195,-0.0217,0.0014,0.0055,-0.0083,9.99999999999994e-05,0.020626328242540702,0.0440087566823046
2020-07-31,0.0583,-0.0319,-0.0144,0.0038,0.0097,0.0771,-0.0010999999999999994,0.0220245752432415,0.0499112952085294
2020-08-31,0.0762,-0.0089,-0.0302,0.0426999999999999,-0.0151,0.0046,0.0016999999999999993,-0.008197020947810602,0.0453249435059235
2020-09-30,-0.0364,-0.0001,-0.0272,-0.0138,-0.0192999999999999,0.0319,-0.0002999999999999999,-0.0076792373663598,-0.0360939984791555
2020-10-31,-0.0208,0.0467,0.0425,-0.0077,-0.0056999999999999,-0.0314,0.0019000000000000006,0.0087874486221046,-0.0318968752391866
2020-11-30,0.1244,0.0712,0.0209,-0.0225,0.0128,-0.1255,-0.00040000000000000105,0.0336438354026134,0.0971050685885419
2020-12-31,0.0463,0.0493,-0.0168,-0.0197,-0.0006,-0.0237,0.0009000000000000015,0.0038922442981367,0.0530850614958757
2021-01-31,-0.0007,0.0681,0.0322,-0.0365,0.0496999999999999,0.0431,0.0017999999999999995,-0.007505083130636699,0.0327898372535861
2021-02-28,0.0281,0.045,0.072,0.0033,-0.0199,-0.079,0.003299999999999999,0.0010248651291711007,0.0965662101649673
2021-03-31,0.0316,-0.0084,0.0735,0.0635,0.0352,-0.0612,0.002999999999999999,0.0092554466356294,-0.0071985459376491
2021-04-30,0.0496999999999999,-0.0316,-0.0102,0.0243,-0.0272,0.0123,-0.000899999999999998,0.00041487498520710077,0.0753543834110539
2021-05-31,0.0029,0.0127,0.0704,0.0233999999999999,0.0301,0.0056,-0.0165,0.0019672683603015996,0.0378023030566687
2021-06-30,0.0273,-0.003,-0.0786,-0.0214,-0.0093,0.0207,0.014499999999999999,0.011699709864017398,0.0343493790004796
2021-07-31,0.0134,-0.0455,-0.0179,0.055,-0.0059,-0.0218,-0.0020999999999999994,-0.005616550099017799,0.0129034369532305
2021-08-31,0.0295,-0.0066,-0.0023,-0.0026,-0.0172,0.0263,0.0006000000000000016,0.0005067779491136999,-0.0165464053745107
2021-09-30,-0.044,0.0112,0.0512,-0.0192,0.02,0.0139,0.002199999999999999,0.0009104297270364006,0.050823959855037
2021-10-31,0.0663,-0.027,-0.0053,0.0171,-0.0154,0.0332,0.0002999999999999999,0.009734783695922199,0.0563598928473267
2021-11-30,-0.0158,-0.017,-0.0037,0.0719,0.017,0.0096,-0.0011999999999999997,-0.012048453336338201,-0.091663608220132
2021-12-31,0.0324,-0.0078,0.0325,0.0487999999999999,0.0429,-0.0239,0.0008999999999999998,0.004912756568193,0.0646027151820676
2022-01-31,-0.0615,-0.0401,0.1286,0.0077,0.0773,-0.0242,0.0026999999999999993,-0.015223249840111003,0.0759625556206664
2022-02-28,-0.0227999999999999,0.0286,0.0306,-0.0203,0.0302999999999999,0.0166,0.00040000000000000105,-0.018499359530053102,0.0626689980491503
2022-03-31,0.0308,-0.0210999999999999,-0.019,-0.015,0.0321,0.0294,0.004899999999999998,0.012092433083923403,0.0877790117118832
2022-04-30,-0.0941,-0.0034999999999999,0.0617999999999999,0.0341,0.0592,0.05,0.005700000000000004,-0.0261394419828669,0.0548748883401208
2022-05-31,-0.0033,-0.0003,0.0843999999999999,0.0155,0.0395,0.0254,-0.00040000000000000105,0.012302564757266701,0.0450989358085287
2022-06-30,-0.084,0.0133,-0.06,0.0176,-0.0458,0.0109,0.001299999999999999,-0.028229339823663897,-0.0779616052386917
2022-07-31,0.0957,0.0178,-0.0415,0.0077,-0.0684999999999999,-0.0436,-0.003100000000000002,0.014300540117273997,-0.0200952520707589
2022-08-31,-0.0377,0.0149,0.0018,-0.0478,0.0132,0.0185,0.004800000000000002,-0.0060014121954026015,-0.0150496409978848
2022-09-30,-0.0934,-0.0097,0.0003,-0.0137,-0.0077,0.0366999999999999,0.0068000000000000005,-0.013153174947932604,-0.0729720071876549
2022-10-31,0.0786,0.0181,0.0797,0.0327,0.0643,0.039,0.002699999999999994,0.007165820415184299,0.0493675127947308
2022-11-30,0.0469,-0.0275,0.0148,0.063,0.0315,-0.017,-0.004199999999999995,0.028875063216237805,0.0146217843230895
2022-12-31,-0.0638,-0.0019,0.0134,0.0032,0.0428,0.0491,0.0020000000000000018,-0.0006402247480483993,-0.0274895021381245
2023-01-31,0.0659,0.0438999999999999,-0.0394,-0.0242,-0.0443,-0.1617,-0.003599999999999999,0.015126284604328993,0.0088853898470229
2023-02-28,-0.0256999999999999,0.0058,-0.008,0.0097,-0.0151,0.0055,0.003999999999999997,-0.009330656976688403,-0.0456587876568765
2023-03-31,0.0249,-0.0689,-0.0905,0.0227,-0.021,-0.0235,-0.004400000000000001,0.0012282934596620984,-0.0008420917159219
2023-04-30,0.0063,-0.0256999999999999,-0.0012,0.0242,0.0285,0.0176,-0.0003999999999999976,-0.0020929537605996005,-0.0076110919482266
2023-05-31,0.0033,-0.0043,-0.0779,-0.0178,-0.0708,-0.0088,0.0020000000000000018,-0.003360404802973201,-0.06623769246842
2023-06-30,0.0646,0.0128,-0.0013,0.0232,-0.0154,-0.0269,0.0017000000000000001,0.0207009329734163,0.0290522919055344
2023-07-31,0.0321,0.0286,0.0406,-0.0059,0.0066,-0.0406,0.0015999999999999973,0.0070760194442396,0.0836283051186836
2023-08-31,-0.0236,-0.0365,-0.0115,0.0335,-0.0241,0.0378,0.0011999999999999997,-0.0050310828590945,-0.0036534165885964
2023-09-30,-0.0523,-0.0178,0.0149,0.0187,-0.0077,0.0033,0.0049999999999999975,-0.004328990733283099,0.0149346671093018
2023-10-31,-0.0315,-0.0403,0.002,0.0241,-0.0069,0.0167,0.0029,-0.004949358845440302,-0.0181932733054659
2023-11-30,0.0888,-0.002,0.0167,-0.0373,-0.0108,0.0256,-0.005099999999999993,0.028474837199256697,-0.0247844668199479
2023-12-31,0.0486,0.0727,0.0489,-0.0297,0.0129,-0.0553,-0.004900000000000002,0.010573240455842702,-0.0334665892828462
2024-01-31,0.0073,-0.0572,-0.0237999999999999,0.0067,-0.0097,0.0542,0.0011000000000000038,-0.0051638256118566005,0.0130720705536298
2024-02-29,0.0507,-0.0081999999999999,-0.0343,-0.0206,-0.0217,0.049,0.002599999999999998,0.0015368586388743999,-0.015343293936465
2024-03-31,0.0283999999999999,-0.0121,0.0416,0.0133,0.0113999999999999,-0.0032,-0.0425,0.0079871457514864,0.043601165344659
2024-04-30,-0.0465,-0.0259,-0.0045,0.0113999999999999,-0.0031,-0.0043,0.046900000000000004,-0.0011699260472992981,0.0159796134888305
2024-05-31,0.0432,0.0059,-0.0131,0.0317,-0.0285,-0.0016,-0.001800000000000003,0.004054213967863898,-0.0030035826274565
2024-06-30,0.0279999999999999,-0.0432,-0.0336,0.0056,-0.018,0.0085,-0.0015000000000000013,-0.006150386204753401,-0.0017204815141749
2024-07-31,0.0121999999999999,0.0834,0.0562,0.0026,0.0028,-0.0235,-0.002700000000000001,-0.0025219212666006026,-0.0283798990948263
2024-08-31,0.0161,-0.0355,-0.011,0.0076,0.0081999999999999,0.0481,-0.001799999999999996,0.005164491463428801,-0.0210346523329172
2024-09-30,0.0173,-0.0092,-0.0277,0.002,-0.0029,-0.0062,-0.0010000000000000009,0.005708557582360101,0.0072105129720041
2024-10-31,-0.01,-0.0089,0.0086,-0.0148,0.0098,0.03,0.004700000000000003,0.0021503798716136016,0.0142668092912279
2024-11-30,0.0649,0.0458999999999999,0.0015,-0.0231,-0.0204999999999999,0.01,-0.0010000000000000078,0.0075930178236447,-0.0201214200166801
2024-12-31,-0.0315,-0.0383,-0.03,0.0189,-0.0121,-0.003,0.0040000000000000036,-0.0042797693143584,0.0170805774565843
2025-01-31,0.0279999999999999,-0.0123,0.0163,-0.0235,-0.0324,0.0096,0.0,-0.00036012812504539974,0.0272219742938286
2025-02-28,-0.0243,-0.0491,0.0491,0.0108,0.0306,-0.0081,-0.0034000000000000002,-0.004175838370118302,0.0013646106886451
2025-03-31,-0.0639,-0.0149,0.0289999999999999,0.0210999999999999,-0.0046999999999999,-0.0283999999999999,-9.999999999999593e-05,-0.0080489303643362,0.0224728956811954
2025-04-30,-0.0084,-0.0186,-0.034,-0.0285,-0.0266999999999999,0.0496999999999999,-0.0006000000000000033,-0.0132154741085254,-0.0896816990481399
2025-05-31,0.0605999999999999,-0.0072,-0.0288,0.0129,0.0250999999999999,0.0220999999999999,0.0023999999999999994,0.0145352848515009,0.0149580319913638
2025-06-30,0.0486,-0.0002,-0.0161,-0.032,0.0144,-0.0264,-0.0017000000000000001,0.004718006061721403,0.0435769205833307
2025-07-31,0.0197999999999999,-0.0015,-0.0127,-0.0029,-0.0207,-0.0097,0.0013000000000000025,0.005059303422688,0.0289220387663329
2025-08-31,0.0185,0.0487999999999999,0.0441999999999999,-0.0067,0.0208,-0.0354,-0.0013999999999999985,-0.0059656321881416015,-0.0107480557186225
2025-09-30,0.0339,-0.0218,-0.0105,-0.0203,-0.0222,0.0463,-0.0007000000000000062,0.0121082646504878,0.0143051637390345
2025-10-31,0.0196,-0.0131,-0.0308999999999999,-0.0521999999999999,-0.0403,0.0028,-0.0004999999999999935,-0.005593989621084,0.0154154137120343
2025-11-30,-0.0013,0.0147,0.0375999999999999,0.0143,0.0068,-0.018,-0.0009000000000000119,-0.0005642203803955005,0.0078363418274172
